regime,m,seed,method,full_audit_cost,expected_deployment_cost,workflow_risk,uniform_bound,groups,saved_fraction,pilot_audit_cost,gate_endpoint_cost,joint_history_risk
active,5000,6,pilot_partition,384,369.086141754,0.0179992954425,0.0445772812892,5,0.0388381725164,768,12,True
active,5000,6,rate_oracle_partition,384,325.06202358,0.0364148370436,0.0458571135981,8,0.153484313595,0,12,True
active,5000,6,joint_conditional_PAC,384,383.999998102,7.98678701117e-10,0.00249310841847,1,4.94277163643e-09,0,12,True
active,5000,6,audit_all,384,384,-0,,0,0,0,0,True
active,5000,6,known_rate_calendar,384,188,0.049620456616,0.05,0,0.510416666667,0,0,True
active,5000,6,plugin_calendar,384,118,0.187171406492,,0,0.692708333333,768,0,True
active,5000,6,plugin_global_TTL,384,218,0.0521608345536,,0,0.432291666667,768,0,True
active,5000,6,CP_calendar,384,362,0.00555044669077,0.05,0,0.0572916666667,0,120,False
active,5000,7,joint_clean,384,383.999999671,4.31735967752e-10,0.0144275693175,1,8.56024473528e-10,0,12,True
active,5000,7,singleton_clean,384,335.07866407,0.0255711792023,0.0448650314232,8,0.127399312317,0,12,True
active,5000,7,pilot_partition,384,337.067793892,0.029197966038,0.04526249056,7,0.122219286739,768,12,True
active,5000,7,rate_oracle_partition,384,331.587041047,0.0336641713667,0.0453038091265,8,0.136492080606,0,12,True
active,5000,7,joint_conditional_PAC,384,383.999999774,1.05013322299e-10,0.00242002261501,1,5.88516790856e-10,0,12,True
active,5000,7,audit_all,384,384,-0,,0,0,0,0,True
active,5000,7,known_rate_calendar,384,204,0.0495254822325,0.05,0,0.46875,0,0,True
active,5000,7,plugin_calendar,384,223,0.0575344822575,,0,0.419270833333,768,0,True
active,5000,7,plugin_global_TTL,384,384,-0,,0,0,768,0,True
active,5000,7,CP_calendar,384,365,0.0040837676743,0.05,0,0.0494791666667,0,120,False
active,5000,8,joint_clean,384,383.999996769,4.2113146314e-09,0.0144275693175,1,8.41373093419e-09,0,12,True
active,5000,8,singleton_clean,384,327.335433264,0.0252537741299,0.0424930886575,8,0.147563975875,0,12,True
active,5000,8,pilot_partition,384,354.932533769,0.0205051851041,0.0449376521347,6,0.0756965266424,768,12,True
active,5000,8,rate_oracle_partition,384,322.10958554,0.0337768217361,0.0445082787625,8,0.161172954324,0,12,True
active,5000,8,joint_conditional_PAC,384,383.999997863,9.12891490539e-10,0.00249310841847,1,5.56533252816e-09,0,12,True
active,5000,8,audit_all,384,384,-0,,0,0,0,0,True
active,5000,8,known_rate_calendar,384,193,0.0495783690602,0.05,0,0.497395833333,0,0,True
active,5000,8,plugin_calendar,384,120,0.167796988464,,0,0.6875,768,0,True
active,5000,8,plugin_global_TTL,384,183,0.0692202790159,,0,0.5234375,768,0,True
active,5000,8,CP_calendar,384,362,0.0029360523507,0.05,0,0.0572916666667,0,120,False
active,5000,9,joint_clean,384,383.999995132,6.23404610968e-09,0.0142860769503,1,1.26779676757e-08,0,12,True
active,5000,9,singleton_clean,384,329.108420828,0.0260854091249,0.0438204624193,8,0.142946820759,0,12,True
active,5000,9,pilot_partition,384,335.893790313,0.0291082587439,0.044723281675,8,0.125276587728,768,12,True
active,5000,9,rate_oracle_partition,384,325.841704748,0.0329413025575,0.0441238022387,8,0.151453893885,0,12,True
active,5000,9,joint_conditional_PAC,384,383.999996792,1.34653351037e-09,0.00249310841847,1,8.35293179069e-09,0,12,True
active,5000,9,audit_all,384,384,-0,,0,0,0,0,True
active,5000,9,known_rate_calendar,384,190,0.0499276626346,0.05,0,0.505208333333,0,0,True
active,5000,9,plugin_calendar,384,198,0.0714147189387,,0,0.484375,768,0,True
active,5000,9,plugin_global_TTL,384,267,0.0313401874384,,0,0.3046875,768,0,True
active,5000,9,CP_calendar,384,354,0.0105207322016,0.05,0,0.078125,0,120,False
